id;name;location;version;conditions;method;chance;minLvl;maxLvl;trigger;evolution_method;baby;generation;
61;poliwhirl;frost-cavern-unknown-area-315;X/Y;;surf;15;39;39;level-up;min_level:25;0;6;
61;poliwhirl;frost-cavern-unknown-area-315;X/Y;;surf;1;40;40;level-up;min_level:25;0;6;
61;poliwhirl;frost-cavern-unknown-area-315;X/Y;;good-rod;35;30;30;level-up;min_level:25;0;6;
61;poliwhirl;frost-cavern-unknown-area-315;X/Y;;super-rod;60;40;40;level-up;min_level:25;0;6;
61;poliwhirl;frost-cavern-unknown-area-315;X/Y;;super-rod;5;40;40;level-up;min_level:25;0;6;
61;poliwhirl;pokemon-village-area;X/Y;;surf;30;48;48;level-up;min_level:25;0;6;
61;poliwhirl;pokemon-village-area;X/Y;;surf;4;50;50;level-up;min_level:25;0;6;
61;poliwhirl;pokemon-village-area;X/Y;;good-rod;35;40;40;level-up;min_level:25;0;6;
61;poliwhirl;pokemon-village-area;X/Y;;super-rod;60;50;50;level-up;min_level:25;0;6;
61;poliwhirl;pokemon-village-area;X/Y;;super-rod;5;50;50;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-322;X/Y;;surf;50;57;57;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-322;X/Y;;surf;15;58;58;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-322;X/Y;;surf;1;59;59;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-322;X/Y;;good-rod;35;45;45;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-322;X/Y;;super-rod;60;55;55;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-322;X/Y;;super-rod;5;55;55;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-327;X/Y;;good-rod;35;45;45;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-327;X/Y;;super-rod;60;55;55;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-327;X/Y;;super-rod;5;55;55;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-328;X/Y;;surf;50;57;57;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-328;X/Y;;surf;15;58;58;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-328;X/Y;;surf;1;59;59;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-328;X/Y;;good-rod;35;45;45;level-up;min_level:25;0;6;
61;poliwhirl;kalos-victory-road-unknown-area-328;X/Y;;super-rod;60;55;55;level-up;min_level:25;0;6;
62;poliwrath;kalos-victory-road-unknown-area-328;X/Y;;super-rod;5;60;60;use-item;item:water-stone;0;6;
63;abra;kalos-route-5-area;X/Y;;walk;5;10;10;;;0;6;
63;abra;kalos-route-5-area;X/Y;;purple-flowers;5;10;10;;;0;6;
64;kadabra;no-location;;;;;;;level-up;min_level:16;0;6;
65;alakazam;no-location;;;;;;;trade;;0;6;
66;machop;glittering-cave-unknown-area-303;X/Y;;walk;10;15;15;;;0;6;
66;machop;glittering-cave-unknown-area-303;X/Y;;walk;10;16;16;;;0;6;
66;machop;glittering-cave-unknown-area-303;X/Y;;walk;10;17;17;;;0;6;
67;machoke;no-location;;;;;;;level-up;min_level:28;0;6;
68;machamp;no-location;;;;;;;trade;;0;6;
69;bellsprout;no-location;;;;;;;;;0;6;
70;weepinbell;kalos-route-14-area;X/Y;;walk;10;31;31;level-up;min_level:21;0;6;
70;weepinbell;kalos-route-14-area;X/Y;;walk;10;32;32;level-up;min_level:21;0;6;
70;weepinbell;kalos-route-16-area;X/Y;;yellow-flowers;10;35;35;level-up;min_level:21;0;6;
70;weepinbell;kalos-route-16-area;X/Y;;yellow-flowers;10;36;36;level-up;min_level:21;0;6;
70;weepinbell;kalos-route-19-area;X/Y;;yellow-flowers;10;48;48;level-up;min_level:21;0;6;
70;weepinbell;kalos-route-19-area;X/Y;;purple-flowers;10;46;46;level-up;min_level:21;0;6;
70;weepinbell;kalos-route-19-area;X/Y;;purple-flowers;10;47;47;level-up;min_level:21;0;6;
71;victreebel;no-location;;;;;;;use-item;item:leaf-stone;0;6;
72;tentacool;ambrette-town-area;X/Y;;surf;50;25;25;;;0;6;
72;tentacool;ambrette-town-area;X/Y;;surf;15;26;26;;;0;6;
72;tentacool;ambrette-town-area;X/Y;;surf;4;27;27;;;0;6;
72;tentacool;cyllage-city-area;X/Y;;surf;50;25;25;;;0;6;
72;tentacool;cyllage-city-area;X/Y;;surf;15;26;26;;;0;6;
72;tentacool;cyllage-city-area;X/Y;;surf;4;27;27;;;0;6;
72;tentacool;shalour-city-area;X/Y;;surf;50;25;25;;;0;6;
72;tentacool;shalour-city-area;X/Y;;surf;30;26;26;;;0;6;
72;tentacool;shalour-city-area;X/Y;;surf;4;27;27;;;0;6;
72;tentacool;kalos-route-8-area;X/Y;;surf;50;25;25;;;0;6;
72;tentacool;kalos-route-8-area;X/Y;;surf;15;26;26;;;0;6;
72;tentacool;kalos-route-8-area;X/Y;;surf;4;27;27;;;0;6;
72;tentacool;kalos-route-12-area;X/Y;;surf;50;25;25;;;0;6;
72;tentacool;kalos-route-12-area;X/Y;;surf;30;26;26;;;0;6;
72;tentacool;kalos-route-12-area;X/Y;;surf;4;27;27;;;0;6;
72;tentacool;azure-bay-area;X/Y;;surf;50;25;25;;;0;6;
72;tentacool;azure-bay-area;X/Y;;surf;30;26;26;;;0;6;
72;tentacool;azure-bay-area;X/Y;;surf;4;27;27;;;0;6;
73;tentacruel;no-location;;;;;;;level-up;min_level:30;0;6;
74;geodude;no-location;;;;;;;;;0;6;
75;graveler;kalos-route-13-area;X/Y;;rock-smash;50;26;26;level-up;min_level:25;0;6;
75;graveler;kalos-route-13-area;X/Y;;rock-smash;15;27;27;level-up;min_level:25;0;6;
75;graveler;kalos-route-13-area;X/Y;;rock-smash;1;28;28;level-up;min_level:25;0;6;
75;graveler;kalos-route-18-area;X/Y;;walk;10;45;45;level-up;min_level:25;0;6;
75;graveler;kalos-route-18-area;X/Y;;walk;5;46;46;level-up;min_level:25;0;6;
75;graveler;kalos-route-18-area;X/Y;;red-flowers;10;45;45;level-up;min_level:25;0;6;
75;graveler;kalos-route-18-area;X/Y;;red-flowers;5;46;46;level-up;min_level:25;0;6;
75;graveler;kalos-route-18-area;X/Y;;rock-smash;50;44;44;level-up;min_level:25;0;6;
75;graveler;kalos-route-18-area;X/Y;;rock-smash;30;45;45;level-up;min_level:25;0;6;
75;graveler;kalos-route-18-area;X/Y;;rock-smash;15;46;46;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-322;X/Y;;walk;10;57;57;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-322;X/Y;;walk;10;58;58;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-322;X/Y;;rock-smash;50;57;57;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-322;X/Y;;rock-smash;30;58;58;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-322;X/Y;;rock-smash;15;59;59;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-324;X/Y;;walk;10;57;57;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-324;X/Y;;walk;10;58;58;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-324;X/Y;;rock-smash;50;57;57;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-324;X/Y;;rock-smash;30;58;58;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-324;X/Y;;rock-smash;15;59;59;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-326;X/Y;;walk;10;57;57;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-326;X/Y;;walk;10;58;58;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-328;X/Y;;walk;10;57;57;level-up;min_level:25;0;6;
75;graveler;kalos-victory-road-unknown-area-328;X/Y;;walk;10;58;58;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-343;X/Y;;walk;10;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-343;X/Y;;walk;5;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-343;X/Y;;walk;4;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-343;X/Y;;walk;1;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-343;X/Y;;rock-smash;50;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-343;X/Y;;rock-smash;30;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-343;X/Y;;rock-smash;15;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-344;X/Y;;walk;10;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-344;X/Y;;walk;5;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-344;X/Y;;walk;4;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-344;X/Y;;walk;1;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-344;X/Y;;rock-smash;50;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-344;X/Y;;rock-smash;30;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-344;X/Y;;rock-smash;15;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-345;X/Y;;walk;10;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-345;X/Y;;walk;5;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-345;X/Y;;walk;4;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-345;X/Y;;walk;1;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-345;X/Y;;rock-smash;50;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-345;X/Y;;rock-smash;30;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-345;X/Y;;rock-smash;15;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-347;X/Y;;walk;10;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-347;X/Y;;walk;5;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-347;X/Y;;walk;4;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-347;X/Y;;walk;1;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-348;X/Y;;walk;10;44;44;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-348;X/Y;;walk;5;45;45;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-348;X/Y;;walk;4;46;46;level-up;min_level:25;0;6;
75;graveler;terminus-cave-unknown-area-348;X/Y;;walk;1;46;46;level-up;min_level:25;0;6;
76;golem;no-location;;;;;;;trade;;0;6;
77;ponyta;no-location;;;;;;;;;0;6;
78;rapidash;no-location;;;;;;;level-up;min_level:40;0;6;
79;slowpoke;kalos-route-12-area;X/Y;;walk;10;23;23;;;0;6;
79;slowpoke;kalos-route-12-area;X/Y;;walk;10;24;24;;;0;6;
79;slowpoke;kalos-route-12-area;X/Y;;walk;10;25;25;;;0;6;
79;slowpoke;kalos-route-12-area;X/Y;;yellow-flowers;10;27;27;;;0;6;
79;slowpoke;azure-bay-area;X/Y;;walk;10;25;25;;;0;6;
79;slowpoke;azure-bay-area;X/Y;;walk;10;26;26;;;0;6;
79;slowpoke;azure-bay-area;X/Y;;walk;10;27;27;;;0;6;
80;slowbro;no-location;;;;;;;level-up;min_level:37;0;6;
81;magnemite;no-location;;;;;;;;;0;6;
82;magneton;lost-hotel-area;X/Y;;walk;10;37;37;level-up;min_level:30;0;6;
82;magneton;lost-hotel-area;X/Y;;walk;10;38;38;level-up;min_level:30;0;6;
83;farfetchd;kalos-route-22-area;X/Y;;walk;10;7;7;;;0;6;
83;farfetchd;kalos-route-22-area;X/Y;;yellow-flowers;10;26;26;;;0;6;
84;doduo;kalos-route-5-area;X/Y;;walk;10;10;10;;;0;6;
84;doduo;kalos-route-5-area;X/Y;;purple-flowers;10;10;10;;;0;6;
85;dodrio;no-location;;;;;;;level-up;min_level:31;0;6;
86;seel;no-location;;;;;;;;;0;6;
87;dewgong;no-location;;;;;;;level-up;min_level:34;0;6;
88;grimer;no-location;;;;;;;;;0;6;
89;muk;no-location;;;;;;;level-up;min_level:38;0;6;
90;shellder;kalos-route-8-area;Y;;good-rod;35;25;25;;;0;6;
91;cloyster;kalos-route-8-area;Y;;super-rod;5;35;35;use-item;item:water-stone;0;6;
92;gastly;no-location;;;;;;;;;0;6;
93;haunter;kalos-route-14-area;X/Y;;walk;5;31;31;level-up;min_level:25;0;6;
93;haunter;kalos-route-14-area;X/Y;;rough-terrain;5;31;31;level-up;min_level:25;0;6;
93;haunter;kalos-route-19-area;X/Y;;yellow-flowers;5;47;47;level-up;min_level:25;0;6;
93;haunter;kalos-route-19-area;X/Y;;purple-flowers;5;47;47;level-up;min_level:25;0;6;
93;haunter;kalos-route-19-area;X/Y;;rough-terrain;5;47;47;level-up;min_level:25;0;6;
93;haunter;frost-cavern-unknown-area-314;X/Y;;walk;10;38;38;level-up;min_level:25;0;6;
93;haunter;frost-cavern-unknown-area-314;X/Y;;walk;5;39;39;level-up;min_level:25;0;6;
