id;name;location;version;conditions;method;chance;minLvl;maxLvl;trigger;evolution_method;baby;generation;
10;caterpie;kanto-route-2-south-towards-viridian-city;HG;time-morning;walk;1;4;4;;;0;4;
10;caterpie;kanto-route-2-south-towards-viridian-city;HG;time-day;walk;1;4;4;;;0;4;
10;caterpie;kanto-route-2-north-towards-pewter-city;HG;time-morning;walk;20;3;3;;;0;4;
10;caterpie;kanto-route-2-north-towards-pewter-city;HG;time-day;walk;20;3;3;;;0;4;
10;caterpie;kanto-route-2-north-towards-pewter-city;HG;time-morning,radio-off;walk;10;3;3;;;0;4;
10;caterpie;kanto-route-2-north-towards-pewter-city;HG;time-day,radio-off;walk;10;3;3;;;0;4;
10;caterpie;kanto-route-2-north-towards-pewter-city;HG;time-morning;walk;1;4;4;;;0;4;
10;caterpie;kanto-route-2-north-towards-pewter-city;HG;time-day;walk;1;4;4;;;0;4;
10;caterpie;viridian-forest-area;HG;swarm-no,time-morning;walk;20;3;3;;;0;4;
10;caterpie;viridian-forest-area;HG;swarm-no,time-day;walk;20;3;3;;;0;4;
11;metapod;eterna-forest-area;D/P;slot2-firered;walk;4;12;12;level-up;min_level:7;0;4;
11;metapod;eterna-forest-area;Pt;slot2-firered;walk;4;13;13;level-up;min_level:7;0;4;
11;metapod;johto-route-30-area;HG;time-morning;walk;5;4;4;level-up;min_level:7;0;4;
11;metapod;johto-route-30-area;HG;time-day;walk;5;4;4;level-up;min_level:7;0;4;
11;metapod;johto-route-30-area;HG;time-day;walk;4;4;4;level-up;min_level:7;0;4;
11;metapod;johto-route-30-area;HG;time-day;walk;1;4;4;level-up;min_level:7;0;4;
11;metapod;johto-route-31-area;HG;time-morning;walk;5;5;5;level-up;min_level:7;0;4;
11;metapod;johto-route-31-area;HG;time-day;walk;5;5;5;level-up;min_level:7;0;4;
11;metapod;johto-route-31-area;HG;time-morning;walk;4;5;5;level-up;min_level:7;0;4;
11;metapod;johto-route-31-area;HG;time-day;walk;4;5;5;level-up;min_level:7;0;4;
11;metapod;johto-route-31-area;HG;time-morning;walk;1;5;5;level-up;min_level:7;0;4;
11;metapod;johto-route-31-area;HG;time-day;walk;1;5;5;level-up;min_level:7;0;4;
11;metapod;ilex-forest-area;HG;time-morning;walk;20;6;6;level-up;min_level:7;0;4;
11;metapod;ilex-forest-area;HG;time-morning,radio-off;walk;10;6;6;level-up;min_level:7;0;4;
11;metapod;ilex-forest-area;HG;time-day,radio-off;walk;10;6;6;level-up;min_level:7;0;4;
11;metapod;ilex-forest-area;HG;time-day;walk;5;5;5;level-up;min_level:7;0;4;
11;metapod;national-park-area;HG;time-morning;walk;20;10;10;level-up;min_level:7;0;4;
11;metapod;national-park-area;HG;time-day;walk;20;10;10;level-up;min_level:7;0;4;
11;metapod;national-park-area;HG;time-morning,radio-off;walk;10;10;10;level-up;min_level:7;0;4;
11;metapod;national-park-area;HG;time-day,radio-off;walk;10;10;10;level-up;min_level:7;0;4;
11;metapod;kanto-route-2-south-towards-viridian-city;HG;time-morning,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
11;metapod;kanto-route-2-south-towards-viridian-city;HG;time-day,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
11;metapod;kanto-route-2-north-towards-pewter-city;HG;time-morning,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
11;metapod;viridian-forest-area;HG;time-morning,radio-off;walk;10;3;3;level-up;min_level:7;0;4;
11;metapod;viridian-forest-area;HG;time-day,radio-off;walk;10;3;3;level-up;min_level:7;0;4;
11;metapod;viridian-forest-area;HG;time-morning,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
11;metapod;viridian-forest-area;HG;time-day,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
12;butterfree;kanto-route-2-south-towards-viridian-city;HG;time-morning;walk;5;7;7;level-up;min_level:10;0;4;
12;butterfree;kanto-route-2-south-towards-viridian-city;HG;time-morning;walk;5;8;8;level-up;min_level:10;0;4;
12;butterfree;kanto-route-2-north-towards-pewter-city;HG;time-morning;walk;5;7;7;level-up;min_level:10;0;4;
12;butterfree;kanto-route-2-north-towards-pewter-city;HG;time-day;walk;5;7;7;level-up;min_level:10;0;4;
12;butterfree;kanto-route-2-north-towards-pewter-city;HG;time-morning;walk;5;8;8;level-up;min_level:10;0;4;
12;butterfree;kanto-route-2-north-towards-pewter-city;HG;time-day;walk;5;8;8;level-up;min_level:10;0;4;
12;butterfree;viridian-forest-area;HG;time-morning;walk;5;7;7;level-up;min_level:10;0;4;
13;weedle;eterna-forest-area;Pt;slot2-leafgreen;walk;4;13;13;;;0;4;
13;weedle;sinnoh-route-204-south-towards-jubilife-city;D/P;slot2-leafgreen;walk;4;6;6;;;0;4;
13;weedle;sinnoh-route-204-south-towards-jubilife-city;Pt;slot2-leafgreen;walk;4;5;5;;;0;4;
13;weedle;sinnoh-route-204-north-towards-floaroma-town;Pt;slot2-leafgreen;walk;4;10;10;;;0;4;
13;weedle;johto-route-30-area;SS;time-morning;walk;20;3;3;;;0;4;
13;weedle;johto-route-30-area;SS;time-day;walk;20;3;3;;;0;4;
13;weedle;johto-route-30-area;SS;time-morning,radio-off;walk;10;3;3;;;0;4;
13;weedle;johto-route-30-area;SS;time-day,radio-off;walk;10;3;3;;;0;4;
13;weedle;johto-route-30-area;SS;time-morning,radio-off;walk;10;4;4;;;0;4;
13;weedle;johto-route-30-area;SS;time-day;walk;4;4;4;;;0;4;
13;weedle;johto-route-30-area;SS;time-day;walk;1;4;4;;;0;4;
13;weedle;johto-route-31-area;SS;time-morning;walk;20;4;4;;;0;4;
13;weedle;johto-route-31-area;SS;time-day;walk;20;4;4;;;0;4;
13;weedle;johto-route-31-area;SS;time-morning,radio-off;walk;10;4;4;;;0;4;
13;weedle;johto-route-31-area;SS;time-day,radio-off;walk;10;4;4;;;0;4;
13;weedle;johto-route-31-area;SS;time-day;walk;4;5;5;;;0;4;
13;weedle;johto-route-31-area;SS;time-day;walk;1;5;5;;;0;4;
13;weedle;ilex-forest-area;SS;time-morning;walk;20;5;5;;;0;4;
13;weedle;ilex-forest-area;SS;time-day;walk;20;5;5;;;0;4;
13;weedle;ilex-forest-area;SS;time-day;walk;20;6;6;;;0;4;
13;weedle;ilex-forest-area;SS;time-morning,radio-off;walk;10;5;5;;;0;4;
13;weedle;ilex-forest-area;SS;time-day,radio-off;walk;10;5;5;;;0;4;
13;weedle;ilex-forest-area;SS;time-day,radio-off;walk;10;6;6;;;0;4;
13;weedle;ilex-forest-area;SS;time-morning,radio-off;walk;10;6;6;;;0;4;
13;weedle;national-park-area;SS;time-morning;walk;20;10;10;;;0;4;
13;weedle;national-park-area;SS;time-day;walk;20;10;10;;;0;4;
13;weedle;national-park-area;SS;time-morning,radio-off;walk;10;10;10;;;0;4;
13;weedle;national-park-area;SS;time-day,radio-off;walk;10;10;10;;;0;4;
13;weedle;national-park-area;SS;time-morning,radio-off;walk;10;12;12;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;20;10;10;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;10;10;10;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;10;12;12;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;5;12;12;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;4;10;10;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;4;14;14;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;1;10;10;;;0;4;
13;weedle;unknown-all-bugs-area;SS;;walk;1;14;14;;;0;4;
13;weedle;kanto-route-2-south-towards-viridian-city;SS;time-day;walk;20;3;3;;;0;4;
13;weedle;kanto-route-2-south-towards-viridian-city;SS;time-morning,radio-off;walk;10;3;3;;;0;4;
13;weedle;kanto-route-2-south-towards-viridian-city;SS;time-day,radio-off;walk;10;3;3;;;0;4;
13;weedle;kanto-route-2-south-towards-viridian-city;SS;time-night,radio-off;walk;10;5;5;;;0;4;
13;weedle;kanto-route-2-south-towards-viridian-city;SS;;walk;1;4;4;;;0;4;
13;weedle;kanto-route-2-north-towards-pewter-city;SS;time-day;walk;20;3;3;;;0;4;
13;weedle;kanto-route-2-north-towards-pewter-city;SS;time-morning,radio-off;walk;10;3;3;;;0;4;
13;weedle;kanto-route-2-north-towards-pewter-city;SS;time-day,radio-off;walk;10;3;3;;;0;4;
13;weedle;kanto-route-2-north-towards-pewter-city;SS;time-night,radio-off;walk;10;5;5;;;0;4;
13;weedle;kanto-route-2-north-towards-pewter-city;SS;;walk;1;4;4;;;0;4;
13;weedle;viridian-forest-area;SS;swarm-no,time-morning;walk;20;3;3;;;0;4;
13;weedle;viridian-forest-area;SS;swarm-no,time-day;walk;20;3;3;;;0;4;
14;kakuna;eterna-forest-area;D/P;slot2-leafgreen;walk;4;12;12;level-up;min_level:7;0;4;
14;kakuna;eterna-forest-area;Pt;slot2-leafgreen;walk;4;13;13;level-up;min_level:7;0;4;
14;kakuna;johto-route-30-area;SS;time-morning;walk;5;4;4;level-up;min_level:7;0;4;
14;kakuna;johto-route-30-area;SS;time-day;walk;5;4;4;level-up;min_level:7;0;4;
14;kakuna;johto-route-30-area;SS;time-day;walk;4;4;4;level-up;min_level:7;0;4;
14;kakuna;johto-route-30-area;SS;time-day;walk;1;4;4;level-up;min_level:7;0;4;
14;kakuna;johto-route-31-area;SS;time-morning;walk;5;5;5;level-up;min_level:7;0;4;
14;kakuna;johto-route-31-area;SS;time-day;walk;5;5;5;level-up;min_level:7;0;4;
14;kakuna;johto-route-31-area;SS;time-day;walk;4;5;5;level-up;min_level:7;0;4;
14;kakuna;johto-route-31-area;SS;time-day;walk;1;5;5;level-up;min_level:7;0;4;
14;kakuna;ilex-forest-area;SS;time-morning;walk;20;6;6;level-up;min_level:7;0;4;
14;kakuna;ilex-forest-area;SS;time-morning,radio-off;walk;10;6;6;level-up;min_level:7;0;4;
14;kakuna;ilex-forest-area;SS;time-day,radio-off;walk;10;6;6;level-up;min_level:7;0;4;
14;kakuna;ilex-forest-area;SS;time-day;walk;5;5;5;level-up;min_level:7;0;4;
14;kakuna;national-park-area;SS;time-morning;walk;20;10;10;level-up;min_level:7;0;4;
14;kakuna;national-park-area;SS;time-day;walk;20;10;10;level-up;min_level:7;0;4;
14;kakuna;national-park-area;SS;time-morning,radio-off;walk;10;10;10;level-up;min_level:7;0;4;
14;kakuna;national-park-area;SS;time-day,radio-off;walk;10;10;10;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-south-towards-viridian-city;SS;time-night,radio-off;walk;10;3;3;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-south-towards-viridian-city;SS;time-morning,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-south-towards-viridian-city;SS;time-day,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-south-towards-viridian-city;SS;time-night;walk;1;7;7;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-north-towards-pewter-city;SS;time-night,radio-off;walk;10;3;3;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-north-towards-pewter-city;SS;time-morning,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-north-towards-pewter-city;SS;time-day,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
14;kakuna;kanto-route-2-north-towards-pewter-city;SS;time-night;walk;1;7;7;level-up;min_level:7;0;4;
14;kakuna;viridian-forest-area;SS;time-morning,radio-off;walk;10;3;3;level-up;min_level:7;0;4;
14;kakuna;viridian-forest-area;SS;time-day,radio-off;walk;10;3;3;level-up;min_level:7;0;4;
14;kakuna;viridian-forest-area;SS;time-morning,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
14;kakuna;viridian-forest-area;SS;time-day,radio-off;walk;10;5;5;level-up;min_level:7;0;4;
15;beedrill;kanto-route-2-south-towards-viridian-city;SS;time-morning;walk;5;7;7;level-up;min_level:10;0;4;
15;beedrill;kanto-route-2-south-towards-viridian-city;SS;time-night;walk;4;10;10;level-up;min_level:10;0;4;
15;beedrill;kanto-route-2-north-towards-pewter-city;SS;time-morning;walk;5;7;7;level-up;min_level:10;0;4;
15;beedrill;kanto-route-2-north-towards-pewter-city;SS;time-night;walk;4;10;10;level-up;min_level:10;0;4;
15;beedrill;viridian-forest-area;SS;time-morning;walk;5;7;7;level-up;min_level:10;0;4;
16;pidgey;sinnoh-route-229-area;D/P;swarm-yes;walk;20;51;51;;;0;4;
16;pidgey;sinnoh-route-229-area;Pt;time-day;walk;10;50;50;;;0;4;
16;pidgey;sinnoh-route-229-area;Pt;;walk;5;47;47;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-morning;walk;20;2;2;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-day;walk;20;2;2;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-morning,radio-off;walk;10;2;2;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-day,radio-off;walk;10;2;2;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-morning,radio-off;walk;10;3;3;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-day,radio-off;walk;10;3;3;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-morning;walk;4;4;4;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-day;walk;4;4;4;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-morning;walk;1;4;4;;;0;4;
16;pidgey;johto-route-29-area;HG/SS;time-day;walk;1;4;4;;;0;4;
16;pidgey;johto-route-30-area;HG;time-morning;walk;20;2;2;;;0;4;
16;pidgey;johto-route-30-area;HG;time-day;walk;20;2;2;;;0;4;
16;pidgey;johto-route-30-area;HG;time-morning,radio-off;walk;10;2;2;;;0;4;
16;pidgey;johto-route-30-area;HG;time-day,radio-off;walk;10;2;2;;;0;4;
16;pidgey;johto-route-30-area;HG/SS;time-day,radio-off;walk;10;4;4;;;0;4;
16;pidgey;johto-route-30-area;HG/SS;time-morning;walk;4;4;4;;;0;4;
16;pidgey;johto-route-30-area;HG/SS;time-morning;walk;1;4;4;;;0;4;
16;pidgey;johto-route-30-area;SS;time-day;walk;20;3;3;;;0;4;
16;pidgey;johto-route-30-area;SS;time-day,radio-off;walk;10;3;3;;;0;4;
16;pidgey;johto-route-31-area;HG;time-morning;walk;20;3;3;;;0;4;
16;pidgey;johto-route-31-area;HG;time-day;walk;20;3;3;;;0;4;
16;pidgey;johto-route-31-area;HG;time-morning,radio-off;walk;10;3;3;;;0;4;
16;pidgey;johto-route-31-area;HG;time-day,radio-off;walk;10;3;3;;;0;4;
16;pidgey;johto-route-31-area;SS;time-day;walk;20;4;4;;;0;4;
16;pidgey;johto-route-31-area;SS;time-day,radio-off;walk;10;4;4;;;0;4;
16;pidgey;johto-route-31-area;SS;time-morning;walk;4;5;5;;;0;4;
16;pidgey;johto-route-31-area;SS;time-morning;walk;1;5;5;;;0;4;
16;pidgey;johto-route-35-area;HG/SS;time-morning;walk;4;14;14;;;0;4;
16;pidgey;johto-route-35-area;HG/SS;time-day;walk;4;14;14;;;0;4;
16;pidgey;johto-route-35-area;HG/SS;time-morning;walk;1;14;14;;;0;4;
16;pidgey;johto-route-35-area;HG/SS;time-day;walk;1;14;14;;;0;4;
16;pidgey;national-park-area;HG/SS;time-morning;walk;5;12;12;;;0;4;
16;pidgey;national-park-area;HG/SS;time-day;walk;5;12;12;;;0;4;
16;pidgey;national-park-area;HG/SS;time-morning;walk;4;10;10;;;0;4;
16;pidgey;national-park-area;HG/SS;time-morning;walk;4;14;14;;;0;4;
16;pidgey;national-park-area;HG/SS;time-day;walk;4;14;14;;;0;4;
16;pidgey;national-park-area;HG/SS;time-morning;walk;1;10;10;;;0;4;
16;pidgey;national-park-area;HG/SS;time-morning;walk;1;14;14;;;0;4;
16;pidgey;national-park-area;HG/SS;time-day;walk;1;14;14;;;0;4;
16;pidgey;johto-route-36-area;HG;time-morning,radio-off;walk;10;13;13;;;0;4;
16;pidgey;johto-route-36-area;HG/SS;time-day,radio-off;walk;10;13;13;;;0;4;
16;pidgey;johto-route-36-area;HG/SS;time-morning;walk;4;15;15;;;0;4;
16;pidgey;johto-route-36-area;HG/SS;time-morning;walk;1;15;15;;;0;4;
16;pidgey;johto-route-36-area;SS;time-morning,radio-off;walk;10;12;12;;;0;4;
16;pidgey;johto-route-37-area;HG;time-morning;walk;20;13;13;;;0;4;
16;pidgey;johto-route-37-area;HG/SS;time-day;walk;20;13;13;;;0;4;
16;pidgey;johto-route-37-area;HG;time-morning,radio-off;walk;10;13;13;;;0;4;
16;pidgey;johto-route-37-area;HG/SS;time-day,radio-off;walk;10;13;13;;;0;4;
16;pidgey;johto-route-37-area;HG/SS;time-morning,radio-off;walk;10;15;15;;;0;4;
16;pidgey;johto-route-37-area;HG/SS;time-day,radio-off;walk;10;15;15;;;0;4;
16;pidgey;johto-route-37-area;HG;time-morning;walk;4;15;15;;;0;4;
16;pidgey;johto-route-37-area;HG;time-morning;walk;1;15;15;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;swarm-no,time-morning;walk;20;2;2;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;swarm-no,time-day;walk;20;2;2;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-morning,radio-off;walk;10;2;2;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-day,radio-off;walk;10;2;2;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-morning;walk;5;3;3;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-day;walk;5;3;3;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-morning;walk;4;4;4;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-day;walk;4;4;4;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-morning;walk;1;4;4;;;0;4;
16;pidgey;kanto-route-1-area;HG/SS;time-day;walk;1;4;4;;;0;4;
16;pidgey;kanto-route-2-south-towards-viridian-city;HG/SS;time-morning;walk;20;3;3;;;0;4;
16;pidgey;kanto-route-2-south-towards-viridian-city;HG/SS;time-day;walk;20;3;3;;;0;4;
16;pidgey;kanto-route-2-south-towards-viridian-city;HG;time-morning,radio-off;walk;10;3;3;;;0;4;
16;pidgey;kanto-route-2-south-towards-viridian-city;HG/SS;time-day,radio-off;walk;10;3;3;;;0;4;
16;pidgey;kanto-route-2-south-towards-viridian-city;HG/SS;time-day;walk;5;7;7;;;0;4;
16;pidgey;kanto-route-2-south-towards-viridian-city;HG;time-day;walk;5;8;8;;;0;4;
16;pidgey;kanto-route-5-area;HG/SS;time-morning;walk;20;13;13;;;0;4;
16;pidgey;kanto-route-5-area;HG/SS;time-day;walk;20;13;13;;;0;4;
16;pidgey;kanto-route-5-area;HG/SS;time-morning,radio-off;walk;10;13;13;;;0;4;
16;pidgey;kanto-route-5-area;HG/SS;time-day,radio-off;walk;10;13;13;;;0;4;
16;pidgey;kanto-route-5-area;HG;time-morning,radio-off;walk;10;14;14;;;0;4;
16;pidgey;kanto-route-5-area;HG;time-day,radio-off;walk;10;14;14;;;0;4;
16;pidgey;kanto-route-5-area;HG/SS;time-morning;walk;5;15;15;;;0;4;
16;pidgey;kanto-route-5-area;HG/SS;time-day;walk;5;15;15;;;0;4;
16;pidgey;kanto-route-6-area;HG/SS;time-morning;walk;20;13;13;;;0;4;
16;pidgey;kanto-route-6-area;HG/SS;time-day;walk;20;13;13;;;0;4;
16;pidgey;kanto-route-6-area;HG/SS;time-morning,radio-off;walk;10;13;13;;;0;4;
16;pidgey;kanto-route-6-area;HG/SS;time-day,radio-off;walk;10;13;13;;;0;4;
16;pidgey;kanto-route-6-area;HG;time-morning,radio-off;walk;10;14;14;;;0;4;
16;pidgey;kanto-route-6-area;HG;time-day,radio-off;walk;10;14;14;;;0;4;
16;pidgey;kanto-route-25-area;HG/SS;swarm-no,time-morning;walk;20;8;8;;;0;4;
16;pidgey;kanto-route-25-area;HG/SS;swarm-no,time-day;walk;20;8;8;;;0;4;
16;pidgey;kanto-route-25-area;HG/SS;time-morning,radio-off;walk;10;8;8;;;0;4;
16;pidgey;kanto-route-25-area;HG/SS;time-day,radio-off;walk;10;8;8;;;0;4;
16;pidgey;kanto-route-2-north-towards-pewter-city;HG/SS;time-morning;walk;20;3;3;;;0;4;
16;pidgey;kanto-route-2-north-towards-pewter-city;HG/SS;time-day;walk;20;3;3;;;0;4;
16;pidgey;kanto-route-2-north-towards-pewter-city;HG;time-morning,radio-off;walk;10;3;3;;;0;4;
16;pidgey;kanto-route-2-north-towards-pewter-city;HG/SS;time-day,radio-off;walk;10;3;3;;;0;4;
16;pidgey;kanto-route-2-north-towards-pewter-city;HG;time-day,radio-off;walk;10;5;5;;;0;4;
16;pidgey;kanto-route-2-north-towards-pewter-city;SS;time-day;walk;5;7;7;;;0;4;
16;pidgey;viridian-forest-area;HG/SS;time-morning,radio-off;walk;10;3;3;;;0;4;
16;pidgey;viridian-forest-area;HG/SS;time-day,radio-off;walk;10;3;3;;;0;4;
16;pidgey;viridian-forest-area;HG/SS;time-day;walk;5;7;7;;;0;4;
17;pidgeotto;johto-route-37-area;HG/SS;time-day;walk;4;15;15;level-up;min_level:18;0;4;
17;pidgeotto;johto-route-37-area;HG/SS;time-day;walk;1;15;15;level-up;min_level:18;0;4;
17;pidgeotto;johto-route-43-area;HG/SS;time-morning,radio-off;walk;10;17;17;level-up;min_level:18;0;4;
17;pidgeotto;johto-route-43-area;HG/SS;time-day,radio-off;walk;10;17;17;level-up;min_level:18;0;4;
17;pidgeotto;johto-route-43-area;HG/SS;time-morning;walk;4;17;17;level-up;min_level:18;0;4;
17;pidgeotto;johto-route-43-area;HG/SS;time-morning;walk;1;17;17;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-2-south-towards-viridian-city;HG;time-morning;walk;4;7;7;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-2-south-towards-viridian-city;HG/SS;time-day;walk;4;7;7;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-2-south-towards-viridian-city;HG;time-day;walk;4;10;10;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-2-south-towards-viridian-city;HG;time-morning;walk;1;7;7;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-2-south-towards-viridian-city;HG/SS;time-day;walk;1;7;7;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG;time-morning;walk;20;17;17;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG;time-day;walk;20;17;17;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG/SS;time-morning;walk;20;19;19;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG/SS;time-day;walk;20;19;19;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG;time-morning,radio-off;walk;10;17;17;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG;time-day,radio-off;walk;10;17;17;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG/SS;time-morning,radio-off;walk;10;19;19;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG/SS;time-day,radio-off;walk;10;19;19;level-up;min_level:18;0;4;
17;pidgeotto;kanto-route-8-area;HG/SS;time-morning;walk;4;17;17;level-up;min_level:18;0;4;
