id;name;location;version;conditions;method;chance;minLvl;maxLvl;trigger;evolution_method;baby;generation;
20;raticate;strange-house-1f;B2/W2;;walk;5;33;33;level-up;min_level:20;no;5;
20;raticate;strange-house-b1f;B2/W2;;walk;10;32;32;level-up;min_level:20;no;5;
20;raticate;strange-house-b1f;B2/W2;;walk;5;33;33;level-up;min_level:20;no;5;
20;raticate;relic-passage-relic-castle-entrance;B2/B2/W2/W2;;walk;5;29;29;level-up;min_level:20;no;5;
21;spearow;no-location;;;;;;;;;no;5;
22;fearow;unova-route-15-area;B/W;;walk;20;48;48;level-up;min_level:20;no;5;
22;fearow;unova-route-15-area;B/W;;walk;10;50;50;level-up;min_level:20;no;5;
22;fearow;unova-route-15-area;B/W;;dark-grass;20;58;58;level-up;min_level:20;no;5;
22;fearow;unova-route-15-area;B/W;;dark-grass;10;60;60;level-up;min_level:20;no;5;
23;ekans;no-location;;;;;;;;;no;5;
24;arbok;no-location;;;;;;;level-up;min_level:22;no;5;
25;pikachu;no-location;;;;;;;level-up;min_happiness:220;no;5;
26;raichu;no-location;;;;;;;use-item;item:thunder-stone;no;5;
27;sandshrew;desert-resort-entrance;B2/W2;;walk;5;19;19;;;no;5;
27;sandshrew;desert-resort-entrance;B2/W2;;walk;4;20;20;;;no;5;
27;sandshrew;desert-resort-entrance;B2/W2;;walk;1;20;20;;;no;5;
27;sandshrew;desert-resort-area;B2/W2;;walk;10;19;19;;;no;5;
27;sandshrew;desert-resort-area;B2/W2;;walk;5;20;20;;;no;5;
27;sandshrew;relic-castle-a;B2/W2;;walk;10;19;19;;;no;5;
27;sandshrew;relic-castle-a;B2/W2;;walk;10;20;20;;;no;5;
28;sandslash;relic-castle-c;B/W;;walk;20;47;47;level-up;min_level:22;no;5;
28;sandslash;relic-castle-c;B/W;;walk;10;49;49;level-up;min_level:22;no;5;
28;sandslash;relic-castle-c;B2/W2;;walk;10;28;28;level-up;min_level:22;no;5;
28;sandslash;relic-castle-c;B2/W2;;walk;10;29;29;level-up;min_level:22;no;5;
28;sandslash;unova-route-15-area;B2/W2;;dark-grass;20;62;62;level-up;min_level:22;no;5;
28;sandslash;unova-route-15-area;B2/W2;;dark-grass;10;64;64;level-up;min_level:22;no;5;
28;sandslash;unova-route-15-area;B2/W2;;walk;20;54;54;level-up;min_level:22;no;5;
28;sandslash;unova-route-15-area;B2/W2;;walk;10;56;56;level-up;min_level:22;no;5;
29;nidoran-f;no-location;;;;;;;;;no;5;
30;nidorina;no-location;;;;;;;level-up;min_level:16;no;5;
31;nidoqueen;no-location;;;;;;;use-item;item:moon-stone;no;5;
32;nidoran-m;no-location;;;;;;;;;no;5;
33;nidorino;no-location;;;;;;;level-up;min_level:16;no;5;
34;nidoking;no-location;;;;;;;use-item;item:moon-stone;no;5;
35;clefairy;giant-chasm-outside;B2/W2;;dark-grass;10;50;50;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-outside;B2/W2;;dark-grass;5;52;52;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-outside;B2/W2;;walk;10;45;45;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-outside;B2/W2;;walk;5;47;47;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-area;B2/W2;;walk;10;44;44;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-area;B2/W2;;walk;5;46;46;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest;B/W;;walk;20;52;52;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest;B/W;;walk;10;54;54;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest;B/W;;dark-grass;20;62;62;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest;B/W;;dark-grass;10;64;64;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest;B2/W2;;dark-grass;20;50;50;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest;B2/W2;;walk;20;45;45;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest-cave;B2/W2;;dark-grass;20;50;50;level-up;min_happiness:220;no;5;
35;clefairy;giant-chasm-forest-cave;B2/W2;;walk;20;45;45;level-up;min_happiness:220;no;5;
36;clefable;giant-chasm-outside;B2/W2;;grass-spots;5;47;47;use-item;item:moon-stone;no;5;
36;clefable;giant-chasm-forest;B/W;;grass-spots;4;55;55;use-item;item:moon-stone;no;5;
36;clefable;giant-chasm-forest;B/W;;grass-spots;1;55;55;use-item;item:moon-stone;no;5;
36;clefable;giant-chasm-forest;B2/W2;;grass-spots;4;47;47;use-item;item:moon-stone;no;5;
36;clefable;giant-chasm-forest;B2/W2;;grass-spots;1;47;47;use-item;item:moon-stone;no;5;
36;clefable;giant-chasm-forest-cave;B2/W2;;grass-spots;4;47;47;use-item;item:moon-stone;no;5;
36;clefable;giant-chasm-forest-cave;B2/W2;;grass-spots;1;47;47;use-item;item:moon-stone;no;5;
37;vulpix;abundant-shrine-area;B/W;;walk;20;47;47;;;no;5;
37;vulpix;abundant-shrine-area;B/W;;dark-grass;20;57;57;;;no;5;
37;vulpix;abundant-shrine-area;B2/W2;;dark-grass;20;37;37;;;no;5;
37;vulpix;abundant-shrine-area;B2/W2;;walk;10;34;34;;;no;5;
38;ninetales;abundant-shrine-area;B/W;;grass-spots;4;50;50;use-item;item:fire-stone;no;5;
38;ninetales;abundant-shrine-area;B/W;;grass-spots;1;50;50;use-item;item:fire-stone;no;5;
38;ninetales;abundant-shrine-area;B2/W2;;grass-spots;4;36;36;use-item;item:fire-stone;no;5;
38;ninetales;abundant-shrine-area;B2/W2;;grass-spots;1;36;36;use-item;item:fire-stone;no;5;
39;jigglypuff;dreamyard-area;B2/W2;;dark-grass;10;65;65;level-up;min_happiness:220;no;5;
39;jigglypuff;dreamyard-area;B2/W2;;walk;10;57;57;level-up;min_happiness:220;no;5;
39;jigglypuff;dreamyard-b1f;B2/W2;;dark-grass;10;65;65;level-up;min_happiness:220;no;5;
39;jigglypuff;unova-route-1-area;B2/W2;;dark-grass;10;65;65;level-up;min_happiness:220;no;5;
39;jigglypuff;unova-route-1-area;B2/W2;;walk;10;57;57;level-up;min_happiness:220;no;5;
39;jigglypuff;unova-route-2-area;B2/W2;;walk;10;57;57;level-up;min_happiness:220;no;5;
39;jigglypuff;unova-route-14-area;B/W;;walk;20;48;48;level-up;min_happiness:220;no;5;
39;jigglypuff;unova-route-14-area;B/W;;dark-grass;20;58;58;level-up;min_happiness:220;no;5;
40;wigglytuff;dreamyard-area;B2/W2;;grass-spots;5;59;59;use-item;item:moon-stone;no;5;
40;wigglytuff;unova-route-1-area;B2/W2;;grass-spots;4;59;59;use-item;item:moon-stone;no;5;
40;wigglytuff;unova-route-1-area;B2/W2;;grass-spots;1;59;59;use-item;item:moon-stone;no;5;
40;wigglytuff;unova-route-2-area;B2/W2;;grass-spots;4;59;59;use-item;item:moon-stone;no;5;
40;wigglytuff;unova-route-2-area;B2/W2;;grass-spots;1;59;59;use-item;item:moon-stone;no;5;
40;wigglytuff;unova-route-14-area;B/W;;grass-spots;4;50;50;use-item;item:moon-stone;no;5;
40;wigglytuff;unova-route-14-area;B/W;;grass-spots;1;50;50;use-item;item:moon-stone;no;5;
41;zubat;castelia-sewers-area;B2/W2;;walk;20;14;14;;;no;5;
41;zubat;castelia-sewers-area;B2/W2;;walk;10;15;15;;;no;5;
41;zubat;castelia-sewers-area;B2/W2;;walk;10;16;16;;;no;5;
41;zubat;castelia-sewers-area;B2/W2;;walk;4;17;17;;;no;5;
41;zubat;castelia-sewers-area;B2/W2;;walk;1;17;17;;;no;5;
41;zubat;castelia-sewers-unknown-area-38;B2/W2;;walk;20;14;14;;;no;5;
41;zubat;castelia-sewers-unknown-area-38;B2/W2;;walk;10;15;15;;;no;5;
41;zubat;castelia-sewers-unknown-area-38;B2/W2;;walk;10;16;16;;;no;5;
41;zubat;castelia-sewers-unknown-area-38;B2/W2;;walk;4;17;17;;;no;5;
41;zubat;castelia-sewers-unknown-area-38;B2/W2;;walk;1;17;17;;;no;5;
42;golbat;dreamyard-area;B2/W2;;dark-grass;5;65;65;level-up;min_level:22;no;5;
42;golbat;dreamyard-area;B2/W2;;dark-grass;5;66;66;level-up;min_level:22;no;5;
42;golbat;dreamyard-area;B2/W2;;walk;5;57;57;level-up;min_level:22;no;5;
42;golbat;dreamyard-area;B2/W2;;walk;5;58;58;level-up;min_level:22;no;5;
42;golbat;dreamyard-b1f;B2/W2;;dark-grass;20;64;64;level-up;min_level:22;no;5;
42;golbat;dreamyard-b1f;B2/W2;;dark-grass;4;67;67;level-up;min_level:22;no;5;
42;golbat;dreamyard-b1f;B2/W2;;dark-grass;1;67;67;level-up;min_level:22;no;5;
42;golbat;giant-chasm-outside;B/W;;walk;10;48;48;level-up;min_level:22;no;5;
42;golbat;giant-chasm-outside;B/W;;walk;4;50;50;level-up;min_level:22;no;5;
42;golbat;giant-chasm-outside;B/W;;walk;1;50;50;level-up;min_level:22;no;5;
42;golbat;giant-chasm-outside;B/W;;dark-grass;10;58;58;level-up;min_level:22;no;5;
42;golbat;giant-chasm-outside;B/W;;dark-grass;4;60;60;level-up;min_level:22;no;5;
42;golbat;giant-chasm-outside;B/W;;dark-grass;1;60;60;level-up;min_level:22;no;5;
42;golbat;giant-chasm-area;B/W;;walk;20;47;47;level-up;min_level:22;no;5;
42;golbat;giant-chasm-forest-cave;B/W;;walk;20;57;57;level-up;min_level:22;no;5;
42;golbat;celestial-tower-3f;B2/W2;;walk;5;31;31;level-up;min_level:22;no;5;
42;golbat;celestial-tower-4f;B2/B2/W2/W2;;walk;5;32;32;level-up;min_level:22;no;5;
42;golbat;celestial-tower-5f;B2/B2/W2/W2;;walk;10;33;33;level-up;min_level:22;no;5;
42;golbat;unova-route-13-area;B/W;;walk;10;48;48;level-up;min_level:22;no;5;
42;golbat;unova-route-13-area;B/W;;walk;4;50;50;level-up;min_level:22;no;5;
42;golbat;unova-route-13-area;B/W;;walk;1;50;50;level-up;min_level:22;no;5;
42;golbat;unova-route-13-area;B/W;;dark-grass;10;58;58;level-up;min_level:22;no;5;
42;golbat;unova-route-13-area;B/W;;dark-grass;4;60;60;level-up;min_level:22;no;5;
42;golbat;unova-route-13-area;B/W;;dark-grass;1;60;60;level-up;min_level:22;no;5;
42;golbat;strange-house-1f;B2/W2;;walk;10;32;32;level-up;min_level:22;no;5;
42;golbat;strange-house-1f;B2/W2;;walk;5;33;33;level-up;min_level:22;no;5;
42;golbat;strange-house-b1f;B2/W2;;walk;10;32;32;level-up;min_level:22;no;5;
42;golbat;strange-house-b1f;B2/W2;;walk;5;33;33;level-up;min_level:22;no;5;
43;oddish;no-location;;;;;;;;;no;5;
44;gloom;no-location;;;;;;;level-up;min_level:21;no;5;
45;vileplume;no-location;;;;;;;use-item;item:leaf-stone;no;5;
46;paras;no-location;;;;;;;;;no;5;
47;parasect;no-location;;;;;;;level-up;min_level:24;no;5;
48;venonat;no-location;;;;;;;;;no;5;
49;venomoth;dreamyard-area;B/W;;dark-grass;5;48;48;level-up;min_level:31;no;5;
49;venomoth;dreamyard-area;B/W;;dark-grass;4;50;50;level-up;min_level:31;no;5;
49;venomoth;dreamyard-area;B/W;;dark-grass;1;50;50;level-up;min_level:31;no;5;
50;diglett;no-location;;;;;;;;;no;5;
51;dugtrio;no-location;;;;;;;level-up;min_level:26;no;5;
52;meowth;no-location;;;;;;;;;no;5;
53;persian;no-location;;;;;;;level-up;min_level:28;no;5;
54;psyduck;floccesy-ranch-inner;B2/W2;;walk;10;5;5;;;no;5;
55;golduck;village-bridge-area;B/W;;walk;20;47;47;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B/W;;walk;5;49;49;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B/W;;dark-grass;20;57;57;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B/W;;dark-grass;5;59;59;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B2/W2;;dark-grass;20;40;40;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B2/W2;;dark-grass;10;41;41;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B2/W2;;dark-grass;5;42;42;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B2/W2;;walk;20;36;36;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B2/W2;;walk;10;37;37;level-up;min_level:33;no;5;
55;golduck;village-bridge-area;B2/W2;;walk;5;38;38;level-up;min_level:33;no;5;
55;golduck;unova-route-11-area;B/W;;walk;20;47;47;level-up;min_level:33;no;5;
55;golduck;unova-route-11-area;B/W;;dark-grass;20;57;57;level-up;min_level:33;no;5;
55;golduck;unova-route-11-area;B2/W2;;dark-grass;20;40;40;level-up;min_level:33;no;5;
55;golduck;unova-route-11-area;B2/W2;;walk;20;36;36;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B/W;;walk;20;47;47;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B/W;;dark-grass;20;57;57;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B2;;dark-grass;20;37;37;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B2/W2;;dark-grass;4;39;39;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B2/W2;;dark-grass;1;39;39;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B2/W2;;walk;20;34;34;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B2/W2;;walk;4;35;35;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;B2/W2;;walk;1;35;35;level-up;min_level:33;no;5;
55;golduck;unova-route-14-area;W2;;dark-grass;20;38;38;level-up;min_level:33;no;5;
55;golduck;abundant-shrine-area;B2/W2;;dark-grass;10;38;38;level-up;min_level:33;no;5;
55;golduck;abundant-shrine-area;B2/W2;;walk;10;34;34;level-up;min_level:33;no;5;
55;golduck;seaside-cave-1f;B2/W2;;walk;20;34;34;level-up;min_level:33;no;5;
55;golduck;seaside-cave-1f;B2/W2;;walk;10;35;35;level-up;min_level:33;no;5;
55;golduck;seaside-cave-1f;B2/W2;;walk;4;36;36;level-up;min_level:33;no;5;
55;golduck;seaside-cave-1f;B2/W2;;walk;1;36;36;level-up;min_level:33;no;5;
55;golduck;seaside-cave-b1f;B2/B2/W2/W2;;walk;10;40;40;level-up;min_level:33;no;5;
55;golduck;nature-sanctuary-area;B2/W2;;dark-grass;10;65;65;level-up;min_level:33;no;5;
55;golduck;nature-sanctuary-area;B2/W2;;walk;10;57;57;level-up;min_level:33;no;5;
55;golduck;unova-route-22-area;B2/W2;;dark-grass;10;45;45;level-up;min_level:33;no;5;
55;golduck;unova-route-22-area;B2/W2;;walk;10;40;40;level-up;min_level:33;no;5;
55;golduck;unova-route-23-area;B2/W2;;dark-grass;10;55;55;level-up;min_level:33;no;5;
55;golduck;unova-route-23-area;B2/W2;;walk;10;50;50;level-up;min_level:33;no;5;
56;mankey;no-location;;;;;;;;;no;5;
57;primeape;no-location;;;;;;;level-up;min_level:28;no;5;
58;growlithe;virbank-complex-inner;B2/W2;;dark-grass;10;12;12;;;no;5;
58;growlithe;virbank-complex-inner;B2/W2;;dark-grass;10;14;14;;;no;5;
58;growlithe;virbank-complex-inner;B2/W2;;walk;10;11;11;;;no;5;
58;growlithe;virbank-complex-inner;B2/W2;;walk;10;13;13;;;no;5;
59;arcanine;no-location;;;;;;;use-item;item:fire-stone;no;5;
60;poliwag;unova-victory-road-unknown-area-53;B/W;;super-rod;40;35;55;;;no;5;
60;poliwag;unova-victory-road-unknown-area-53;B/W;;super-rod;4;35;55;;;no;5;
60;poliwag;unova-victory-road-unknown-area-53;B/W;;super-rod;1;35;55;;;no;5;
60;poliwag;unova-victory-road-unknown-area-58;B/W;;super-rod;40;35;55;;;no;5;
60;poliwag;unova-victory-road-unknown-area-58;B/W;;super-rod;4;35;55;;;no;5;
60;poliwag;unova-victory-road-unknown-area-58;B/W;;super-rod;1;35;55;;;no;5;
60;poliwag;giant-chasm-area;B/W;;super-rod;40;35;55;;;no;5;
60;poliwag;giant-chasm-area;B/W;;super-rod;4;35;55;;;no;5;
60;poliwag;giant-chasm-area;B/W;;super-rod;1;35;55;;;no;5;
60;poliwag;giant-chasm-area;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;giant-chasm-area;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;giant-chasm-area;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;giant-chasm-area;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;giant-chasm-forest-cave;B/W;;super-rod;40;35;55;;;no;5;
60;poliwag;giant-chasm-forest-cave;B/W;;super-rod;4;35;55;;;no;5;
60;poliwag;giant-chasm-forest-cave;B/W;;super-rod;1;35;55;;;no;5;
60;poliwag;wellspring-cave-area;B/W;;super-rod;40;35;55;;;no;5;
60;poliwag;wellspring-cave-area;B/W;;super-rod;4;35;55;;;no;5;
60;poliwag;wellspring-cave-area;B/W;;super-rod;1;35;55;;;no;5;
60;poliwag;wellspring-cave-area;B2/W2;;super-rod;40;50;60;;;no;5;
60;poliwag;wellspring-cave-area;B2/W2;;super-rod;15;60;70;;;no;5;
60;poliwag;wellspring-cave-area;B2/W2;;super-rod;4;60;70;;;no;5;
60;poliwag;wellspring-cave-area;B2/W2;;super-rod;1;60;70;;;no;5;
60;poliwag;unova-route-6-area;B/W;;super-rod;40;35;55;;;no;5;
60;poliwag;unova-route-6-area;B/W;;super-rod;4;35;55;;;no;5;
60;poliwag;unova-route-6-area;B/W;;super-rod;1;35;55;;;no;5;
60;poliwag;unova-route-6-area;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-route-6-area;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-route-6-area;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-route-6-area;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;challengers-cave-b2f;B/W;;super-rod;40;35;55;;;no;5;
60;poliwag;challengers-cave-b2f;B/W;;super-rod;4;35;55;;;no;5;
60;poliwag;challengers-cave-b2f;B/W;;super-rod;1;35;55;;;no;5;
60;poliwag;lostlorn-forest-area;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;lostlorn-forest-area;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;lostlorn-forest-area;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;lostlorn-forest-area;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-71;B2/W2;;super-rod;40;40;55;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-71;B2/W2;;super-rod;15;50;55;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-71;B2/W2;;super-rod;4;50;55;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-71;B2/W2;;super-rod;1;50;55;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-73;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-73;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-73;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-73;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-75;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-75;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-75;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-75;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-78;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-78;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-78;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-78;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-79;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-79;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-79;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-victory-road-2-unknown-area-79;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;floccesy-ranch-outer;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;floccesy-ranch-outer;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;floccesy-ranch-outer;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;floccesy-ranch-outer;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;floccesy-ranch-inner;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;floccesy-ranch-inner;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;floccesy-ranch-inner;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;floccesy-ranch-inner;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;relic-passage-relic-castle-entrance;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;relic-passage-relic-castle-entrance;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;relic-passage-relic-castle-entrance;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;relic-passage-relic-castle-entrance;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;clay-tunnel-area;B2/W2;;super-rod;40;50;60;;;no;5;
60;poliwag;clay-tunnel-area;B2/W2;;super-rod;15;60;70;;;no;5;
60;poliwag;clay-tunnel-area;B2/W2;;super-rod;4;60;70;;;no;5;
60;poliwag;clay-tunnel-area;B2/W2;;super-rod;1;60;70;;;no;5;
60;poliwag;unova-route-19-area;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-route-19-area;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-route-19-area;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-route-19-area;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;unova-route-20-area;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-route-20-area;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-route-20-area;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-route-20-area;B2/W2;;super-rod;1;50;70;;;no;5;
60;poliwag;unova-route-23-area;B2/W2;;super-rod;40;40;60;;;no;5;
60;poliwag;unova-route-23-area;B2/W2;;super-rod;15;50;70;;;no;5;
60;poliwag;unova-route-23-area;B2/W2;;super-rod;4;50;70;;;no;5;
60;poliwag;unova-route-23-area;B2/W2;;super-rod;1;50;70;;;no;5;
61;poliwhirl;unova-victory-road-unknown-area-53;B/W;;super-rod;15;35;55;level-up;min_level:25;no;5;
61;poliwhirl;unova-victory-road-unknown-area-53;B/W;;super-rod-spots;40;35;60;level-up;min_level:25;no;5;
61;poliwhirl;unova-victory-road-unknown-area-53;B/W;;super-rod-spots;15;35;70;level-up;min_level:25;no;5;
61;poliwhirl;unova-victory-road-unknown-area-58;B/W;;super-rod;15;35;55;level-up;min_level:25;no;5;
61;poliwhirl;unova-victory-road-unknown-area-58;B/W;;super-rod-spots;40;35;60;level-up;min_level:25;no;5;
61;poliwhirl;unova-victory-road-unknown-area-58;B/W;;super-rod-spots;15;35;70;level-up;min_level:25;no;5;
61;poliwhirl;giant-chasm-area;B/W;;super-rod;15;35;55;level-up;min_level:25;no;5;
61;poliwhirl;giant-chasm-area;B/W;;super-rod-spots;40;35;60;level-up;min_level:25;no;5;
61;poliwhirl;giant-chasm-area;B/W;;super-rod-spots;15;35;70;level-up;min_level:25;no;5;
61;poliwhirl;giant-chasm-area;B2/W2;;super-rod-spots;40;40;60;level-up;min_level:25;no;5;
